0.169776,0.679114,-0.950767,0.374918,0.37491399999999997,0.14940599999999998,0.662139,0.903225,1.288624,1.111034,0.706281,0.0,28.662119
-2.061852,0.16628199999999999,-2.095108,2.10526,2.10526,-1.9354799999999999,-1.32025,-1.088568,-0.7964720000000001,-0.87928,-1.254848,1.0,29.265531
-1.152067,0.592495,-1.612903,1.030925,1.030926,-2.383143,-1.991438,-2.023257,-1.739627,-1.815665,-2.062757,1.0,29.567237
0.794962,1.391189,-0.298115,-0.625405,-0.625405,-1.006959,-1.225573,-1.360276,-1.0930790000000001,-1.123553,-1.326049,-1.0,29.382322
0.132982,0.6648970000000001,-0.6648970000000001,-0.36436199999999996,-0.36436199999999996,-0.152926,-0.701462,-0.9574459999999999,-0.816156,-0.691489,-0.8998219999999999,0.0,29.275264
1.040964,1.477495,-0.134322,-0.997337,-0.997337,1.074543,0.057083,0.055964,0.10745199999999999,0.347882,0.171253,-1.0,28.983290999999998
-0.765388,0.465897,-1.131448,0.9066420000000001,0.906643,0.15308,-0.8585659999999999,-0.785355,-0.728783,-0.553741,-0.6522439999999999,1.0,29.246066
0.266046,0.465577,-0.199534,0.06655900000000001,0.06655599999999999,-0.119718,-0.748252,-0.693934,-0.789821,-0.605252,-0.6895,0.0,29.265531
1.4170040000000002,1.788128,-0.438593,-1.43,-1.4299959999999998,0.958166,0.8940629999999999,0.724248,0.5921069999999999,0.7854270000000001,0.752363,-1.0,28.847034999999998
-1.997337,0.432753,-2.097207,1.349534,1.349532,-0.412786,-0.216381,-0.517091,-0.7223729999999999,-0.629829,-0.534845,1.0,29.236334999999997
-2.0507779999999998,0.09766,-2.148438,2.263642,2.263642,-2.0052060000000003,-2.011716,-2.671437,-2.75553,-2.765621,-2.603078,1.0,29.898141
-0.47832299999999994,1.243619,-2.487248,2.08334,2.08334,-3.1696459999999997,-3.6001309999999997,-4.3898839999999995,-4.489799,-4.534441999999999,-4.451533,1.0,30.521021
